metro_station;bus_stop;distance
Преображенская площадь;«Метро Преображенская пл.», Большая Черкизовская улица (от центра) (3);280.30221447705645
Сокольники;«Метро Сокольники», 2-й Полевой переулок (от центра);173.13284958214382
Сокольники;«Метро Сокольники», 2-й Полевой переулок (от центра);194.48382982861028
Сокольники;«Метро Сокольники», 2-й Полевой переулок (от центра);196.1120729570352
Сокольники;«Метро Сокольники», 2-й Полевой переулок (от центра);175.00601238408908
Бульвар Рокоссовского;«Бульв. Марш. Рокоссовского», Открытое шоссе (от центра) (1);487.26716223844284
Бульвар Рокоссовского;«Бульв. Марш. Рокоссовского», Открытое шоссе (от центра) (1);385.88990049547124
Бульвар Рокоссовского;«Бульв. Марш. Рокоссовского», Открытое шоссе (от центра) (1);401.7037801549283
Бульвар Рокоссовского;«Бульв. Марш. Рокоссовского», Открытое шоссе (от центра) (1);478.7507446476484
Краснопресненская;«Ул. Заморенова», Конюшковская улица (в центр);234.31781695931244
Краснопресненская;«Ул. Заморенова», Конюшковская улица (в центр);227.18246381147813
Баррикадная;«Ул. Заморенова», Конюшковская улица (в центр);315.2098412335284
Баррикадная;«Ул. Заморенова», Конюшковская улица (в центр);329.07128140531114
Парк Победы;«Метро Парк Победы», Кутузовский проспект (от центра) (1);182.31205054950433
Парк Победы;«Метро Парк Победы», Кутузовский проспект (от центра) (1);155.25347728474168
Парк Победы;«Метро Парк Победы», Кутузовский проспект (от центра) (1);93.55543859323262
Парк Победы;«Метро Парк Победы», Кутузовский проспект (от центра) (1);122.67270680681371
Парк Победы;«Метро Парк Победы», Кутузовский проспект (от центра) (1);94.93940523002219
Парк Победы;«Метро Парк Победы», Кутузовский проспект (от центра) (1);207.75767729618704
Багратионовская;«Багратионовский пр.», улица Барклая (от центра);313.08701183104137
Багратионовская;«Багратионовский пр.», улица Барклая (от центра);304.5561515321636
Сухаревская;«Метро Сухаревская», Большая Сухаревская площадь (от центра);131.5613690727712
Сухаревская;«Метро Сухаревская», Большая Сухаревская площадь (от центра);76.56326126658958
Сухаревская;«Метро Сухаревская», Большая Сухаревская площадь (от центра);116.63383133904107
Сухаревская;«Метро Сухаревская», Большая Сухаревская площадь (от центра);163.15365972274188
Сухаревская;«Б. Спасская ул.», Садовая-Спасская улица (от центра) (1);386.48753165291197
Сухаревская;«Б. Спасская ул.», Садовая-Спасская улица (от центра) (1);334.03796432588325
Сухаревская;«Б. Спасская ул.», Садовая-Спасская улица (от центра) (1);366.3756643128638
Сухаревская;«Б. Спасская ул.», Садовая-Спасская улица (от центра) (1);418.0231136240794
Фрунзенская;«2-я Фрунзенская ул.», Комсомольский проспект (в центр) (1);306.0511965295434
Преображенская площадь;«Преображенское кладб.», улица Преображенский Вал (от центра);450.23734560673495
Преображенская площадь;«Преображенское кладб.», улица Преображенский Вал (от центра);425.3230928100043
Преображенская площадь;«Преображенское кладб.», улица Преображенский Вал (от центра);498.4676502524098
Преображенская площадь;«Преображенское кладб.», улица Преображенский Вал (от центра);445.48845032041083
Преображенская площадь;«Преображенское кладб.», улица Преображенский Вал (от центра);431.0406840661602
Фрунзенская;«1-я Фрунзенская ул.», Комсомольский проспект (в центр) (1);256.9141084145644
Фрунзенская;«1-я Фрунзенская ул.», Комсомольский проспект (от центра);219.60227077796122
Фрунзенская;«Метро Фрунзенская», Комсомольский проспект (от центра);96.45714260434704
Фрунзенская;«2-я Фрунзенская ул.», Комсомольский проспект (от центра);405.28728383050486
Волжская;«Школа им. Достоевского», Краснодонская улица (в центр);470.05086423828925
Волжская;«Школа им. Достоевского», Краснодонская улица (в центр);482.2386187286306
Волжская;«Школа им. Достоевского», Краснодонская улица (в центр);468.65108638687093
Волжская;«Школа им. Достоевского», Краснодонская улица (в центр);445.79758719456623
Волжская;«Школа им. Достоевского», Краснодонская улица (от центра);491.14103804658816
Волжская;«Школа им. Достоевского», Краснодонская улица (от центра);483.22565437824113
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);349.19774657776463
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);349.4885038862979
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);490.93618903794203
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);490.04966110968286
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);281.0792143465657
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);290.79941289291327
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);307.98532331740637
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);305.3715261677212
Преображенская площадь;«Преображенская пл.», Преображенская улица (от центра) (2);283.80591501511657
Таганская;«Тетеринский пер.», Верхняя Радищевская улица (в центр);424.1973744720173
Таганская;«Тетеринский пер.», Верхняя Радищевская улица (в центр);404.4937558142576
Китай-город;«Зарядье», Москворецкая набережная (от центра) (1);464.73202987021267
Китай-город;«Зарядье», Москворецкая набережная (от центра) (1);475.9672134281712
Китай-город;«Зарядье», Москворецкая набережная (от центра) (1);492.01408497359273
Китай-город;«Зарядье», Москворецкая набережная (от центра) (1);463.79237013367094
Китай-город;«Китайгородский пр.», Москворецкая набережная (от центра) (1);431.8526522325061
Китай-город;«Китайгородский пр.», Москворецкая набережная (от центра) (1);424.8660324255427
Китай-город;«Китайгородский пр.», Москворецкая набережная (от центра) (1);443.3687336571209
Китай-город;«Китайгородский пр.», Москворецкая набережная (от центра) (1);422.1864850411335
Фрунзенская;«Метро Фрунзенская», Комсомольский проспект (в центр);118.09361638189773
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);120.90528926101223
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);237.6467248133094
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);433.48273600047395
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);435.5107492921401
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);116.20188135649289
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);233.35053312520265
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);413.48750234683536
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);210.2166608735566
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);212.05047148916154
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (от центра);412.3174954462333
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);199.98814137848345
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);222.36253159513527
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);39.13474438208632
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);35.3338766126638
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);223.44471696338587
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);203.08497363488775
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);14.414234677428
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (3);48.14079091778002
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);66.28988962610394
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);58.547387369365914
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);303.3796158858488
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);280.32444516074327
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);42.74752608518271
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);74.42597342270406
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);277.14959022623253
Беляево;«Метро Беляево», Профсоюзная улица (от центра) (2);302.4517896167864
Коньково;«Новоконьково», Профсоюзная улица (от центра) (1);360.4815843493854
Коньково;«Новоконьково», Профсоюзная улица (от центра) (1);362.61533395707204
Коньково;«Новоконьково», Профсоюзная улица (от центра) (1);325.6242398186572
Коньково;«Новоконьково», Профсоюзная улица (от центра) (1);324.03616735473145
Китай-город;«Китайгородский пр.», Москворецкая набережная (в центр);399.44064413401185
Китай-город;«Китайгородский пр.», Москворецкая набережная (в центр);390.73633927867087
Китай-город;«Китайгородский пр.», Москворецкая набережная (в центр);482.00200178628
Китай-город;«Китайгородский пр.», Москворецкая набережная (в центр);409.2243368832402
Китай-город;«Китайгородский пр.», Москворецкая набережная (в центр);389.02856177384183
Тургеневская;«Сретенские Ворота», улица Большая Лубянка (от центра);354.016275848462
Тургеневская;«Сретенские Ворота», улица Большая Лубянка (от центра);371.83781552317924
Сретенский бульвар;«Сретенские Ворота», улица Большая Лубянка (от центра);392.11559947820945
Сретенский бульвар;«Сретенские Ворота», улица Большая Лубянка (от центра);410.8720321020054
Чистые пруды;«Сретенские Ворота», улица Большая Лубянка (от центра);457.8281144978999
Сретенский бульвар;«Сретенские Ворота», улица Большая Лубянка (от центра);358.02504960689066
Сретенский бульвар;«Сретенские Ворота», улица Большая Лубянка (от центра);373.3390670052862
Сретенский бульвар;«Сретенские Ворота», улица Большая Лубянка (от центра);373.1869205696316
Сретенский бульвар;«Сретенские Ворота», улица Большая Лубянка (от центра);353.2097591916582
Тургеневская;«Сретенские Ворота», улица Большая Лубянка (от центра);393.9596369063328
Тургеневская;«Сретенские Ворота», улица Большая Лубянка (от центра);412.9424990812256
Тургеневская;«Сретенские Ворота», улица Большая Лубянка (от центра);358.67258281512983
Тургеневская;«Сретенские Ворота», улица Большая Лубянка (от центра);374.97327594482164
Чистые пруды;«Сретенские Ворота», улица Большая Лубянка (от центра);477.59645386603455
Парк культуры;«Ул. Тимура Фрунзе», Фрунзенская набережная (от центра) (1);484.93191741470895
Парк культуры;«Ул. Тимура Фрунзе», Фрунзенская набережная (от центра) (1);483.11285427275675
Таганская;«Тетеринский пер.», Верхняя Радищевская улица (от центра);490.3779506431045
Таганская;«Тетеринский пер.», Верхняя Радищевская улица (от центра);470.7082429447434
Марксистская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);276.36878979665073
Марксистская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);270.45419443790723
Таганская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);288.7036223821538
Таганская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);260.36386880711984
Таганская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);281.40885795546365
Таганская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);72.45320517092041
Таганская;«Метро Таганская», Нижняя Радищевская улица (от центра) (1);72.1023381687866
Перово;«Аптека», 1-я Владимирская улица (в центр);491.33845176575676
Перово;«Аптека», 1-я Владимирская улица (в центр);440.9391698576744
Перово;«Аптека», 1-я Владимирская улица (в центр);499.77559506347575
Перово;«Аптека», 1-я Владимирская улица (в центр);455.05352161019215
Перово;«Аптека», 1-я Владимирская улица (в центр);468.3106681081194
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);92.2770118173333
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);212.95399699694633
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);415.49079405825705
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);412.4583761415115
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);106.93314576206129
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);217.82373227072324
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);390.29886133412674
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);195.37242947938418
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);186.84300368293262
Калужская;«Метро Калужская (южн.)», Профсоюзная улица (в центр);394.51164350396715
Алма-Атинская;«Управл. соц. защиты Братеево», Братеевская улица (в центр);319.31801823154615
Алма-Атинская;«Управл. соц. защиты Братеево», Братеевская улица (в центр);343.3513245215974
Алма-Атинская;«Управл. соц. защиты Братеево», Братеевская улица (в центр);437.12013320796785
Ясенево;«Вильнюсская ул., 3», Вильнюсская улица (в центр);446.1701611482588
Ясенево;«Вильнюсская ул., 3», Вильнюсская улица (в центр);457.7021144524097
Ясенево;«Вильнюсская ул., 3», Вильнюсская улица (в центр);436.34554028970166
Коньково;«Новоконьково», Профсоюзная улица (в центр);421.83864117443255
Коньково;«Новоконьково», Профсоюзная улица (в центр);189.77790927648954
Коньково;«Новоконьково», Профсоюзная улица (в центр);464.35643894488214
Коньково;«Новоконьково», Профсоюзная улица (в центр);393.6489260158165
Коньково;«Новоконьково», Профсоюзная улица (в центр);394.626483398079
Коньково;«Новоконьково», Профсоюзная улица (в центр);212.98856517218053
Коньково;«Новоконьково», Профсоюзная улица (в центр);154.91270125085381
Коньково;«Новоконьково», Профсоюзная улица (в центр);178.54999866666245
Коньково;«Новоконьково», Профсоюзная улица (в центр);395.79748123950895
Коньково;«Новоконьково», Профсоюзная улица (в центр);469.3678979830868
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);262.0752287743827
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);21.633939379365525
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);298.94287911353985
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);226.34686594627658
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);226.193656966673
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);91.08409757138018
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);13.555695634540093
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);88.90962919501557
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);234.1110413152033
Коньково;«Метро Коньково», Профсоюзная улица (в центр) (1);306.62499043976146
Тульская;«Платф. ЗИЛ», Холодильный переулок (в центр) (1);437.1345350263741
Тульская;«Метро Тульская», Холодильный переулок (в центр);209.92692552455054
Тульская;«Метро Тульская», Холодильный переулок (в центр);138.3214723015767
Тульская;«Серпуховская Застава», улица Даниловский Вал (от центра);442.46911308731967
Тульская;«Серпуховская Застава», улица Даниловский Вал (от центра);276.82046010477194
Марксистская;«Метро Марксистская», Таганская улица (от центра);72.90663892660095
Марксистская;«Метро Марксистская», Таганская улица (от центра);29.04297321683522
Таганская;«Метро Марксистская», Таганская улица (от центра);330.3575373046506
Таганская;«Метро Марксистская», Таганская улица (от центра);282.6003722220741
Таганская;«Метро Марксистская», Таганская улица (от центра);289.1225055700251
Таганская;«Метро Марксистская», Таганская улица (от центра);258.1833985581239
Таганская;«Метро Марксистская», Таганская улица (от центра);277.37995593230676
Нижегородская;«Платф. Карачарово», Перовское шоссе (в центр);478.44010358719447
Нижегородская;«Карачаровский ж.д. переезд», шоссе Фрезер (в центр);475.10460269887363
Андроновка;«Ш. Фрезер», шоссе Фрезер (от центра);491.2766464267228
Андроновка;«Ш. Фрезер», шоссе Фрезер (от центра);446.7979835734891
Андроновка;«Платф. Фрезер», 1-я Фрезерная улица (от центра);167.89405235582916
Андроновка;«Платф. Фрезер», 1-я Фрезерная улица (от центра);95.70333977892027
Крестьянская застава;«1-й часовой з-д», Марксистская улица (в центр);434.6986721104133
Пролетарская;«1-й часовой з-д», Марксистская улица (в центр);494.10947490137613
Пролетарская;«1-й часовой з-д», Марксистская улица (в центр);487.24181794550634
Пролетарская;«1-й часовой з-д», Марксистская улица (в центр);463.9091091203933
Марксистская;«Префектура ЦАО», Марксистская улица (в центр);437.46901779794354
Марксистская;«Префектура ЦАО», Марксистская улица (в центр);458.837475379134
Марксистская;«Метро Таганская», Таганская площадь (в центр);178.89031470262074
Марксистская;«Метро Таганская», Таганская площадь (в центр);163.31402448597615
Таганская;«Метро Таганская», Таганская площадь (в центр);285.7257231413199
Таганская;«Метро Таганская», Таганская площадь (в центр);244.1487752471592
Таганская;«Метро Таганская», Таганская площадь (в центр);262.05214464356675
Таганская;«Метро Таганская», Таганская площадь (в центр);80.19917447172168
Таганская;«Метро Таганская», Таганская площадь (в центр);99.8349174886165
Ясенево;«Вильнюсская ул., 3», Вильнюсская улица (от центра);469.56612788939145
Ясенево;«Вильнюсская ул., 3», Вильнюсская улица (от центра);481.9465939004606
Ясенево;«Вильнюсская ул., 3», Вильнюсская улица (от центра);458.744380032063
Крестьянская застава;«1-й часовой з-д», Марксистская улица (от центра) (1);415.66861011655254
Пролетарская;«1-й часовой з-д», Марксистская улица (от центра) (1);471.2677760593161
Пролетарская;«1-й часовой з-д», Марксистская улица (от центра) (1);478.27592767507497
Пролетарская;«1-й часовой з-д», Марксистская улица (от центра) (1);454.43034987023566
Пролетарская;«1-й часовой з-д», Марксистская улица (от центра) (1);494.01145967393205
Пролетарская;«1-й часовой з-д», Марксистская улица (от центра) (1);483.14925632670094
Пролетарская;«1-й часовой з-д», Марксистская улица (от центра) (1);499.3943115218173
Крестьянская застава;«Метро Пролетарская», Марксистская улица (от центра) (1);238.0194926629815
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);331.247363077375
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);374.0044353249504
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);352.9383910703535
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);194.6123493644909
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);175.5882536761315
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);228.42402021704248
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);352.2804998704935
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);357.74699461602296
Пролетарская;«Метро Пролетарская», Марксистская улица (от центра) (1);362.4551550318402
Волгоградский проспект;«Мясокомбинат», Волгоградский проспект (от центра) (1);366.54397241571684
Волгоградский проспект;«Мясокомбинат», Волгоградский проспект (от центра) (1);394.94021884344653
Волгоградский проспект;«АЗЛК», Волгоградский проспект (от центра) (1);440.7787779721215
Волгоградский проспект;«АЗЛК», Волгоградский проспект (от центра) (1);478.3256320338843
Угрешская;«АЗЛК», Волгоградский проспект (от центра) (1);468.1976748465466
Угрешская;«ТЭЦ № 8», Волгоградский проспект (от центра) (1);456.87363335643073
Угрешская;«ТЭЦ № 8», Волгоградский проспект (от центра) (1);415.7930688772739
Угрешская;«ТЭЦ № 8», Волгоградский проспект (от центра) (1);401.7854253520788
Борисово;«Водномоторный клуб», улица Борисовские Пруды (от центра);499.9518038477083
Борисово;«Водномоторный клуб», улица Борисовские Пруды (от центра);315.09412681852524
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);163.3802869305285
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);158.62391665875492
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);161.9735467923481
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);79.06606876406646
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);201.15028301413136
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);115.01875085456442
Нагатинская;«Метро Нагатинская (выс.)» ,Варшавское шоссе (от центра);106.02564088245578
Борисово;«Детская школа искусств», Хордовый проезд (в центр) (1);405.8697184300327
Алма-Атинская;«Управл. соц. защиты Братеево», Братеевская улица (от центра);289.74171594820916
Алма-Атинская;«Управл. соц. защиты Братеево», Братеевская улица (от центра);314.0714140425655
Алма-Атинская;«Управл. соц. защиты Братеево», Братеевская улица (от центра);405.7742901288335
Алма-Атинская;«3-й мкр. Братеева», Паромная улица (в центр);266.05036523721714
Алма-Атинская;«3-й мкр. Братеева», Паромная улица (в центр);263.2631362429572
Алма-Атинская;«3-й мкр. Братеева», Паромная улица (в центр);450.5630670647129
Марксистская;«Префектура ЦАО», Марксистская улица (от центра) (1);423.8856215033392
Марксистская;«Префектура ЦАО», Марксистская улица (от центра) (1);448.65570153002767
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);282.46413411601714
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);144.51754933528787
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);152.97691684909142
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);141.67112077737903
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);305.15117823125155
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);285.05104176211375
Павелецкая;«Зацепская пл.», Зацепская площадь (в центр);324.43816420807616
Павелецкая;«Кожевническая ул.», Кожевническая улица (от центра) (2);344.6605746817183
Павелецкая;«Кожевническая ул.», Кожевническая улица (от центра) (2);349.3499377963179
Павелецкая;«Кожевническая ул.», Кожевническая улица (от центра) (2);365.280794498406
Крестьянская застава;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);457.4690241285331
Пролетарская;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);364.31520370680437
Пролетарская;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);352.737371866911
Пролетарская;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);376.8704855833511
Пролетарская;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);342.24368544018904
Пролетарская;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);345.12901043853816
Пролетарская;«Динамовская ул.», 3-й Крутицкий переулок (в центр) (1);345.7463076059685
Крестьянская застава;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);143.99169399179434
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);60.43159224345719
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);18.871294579874917
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);41.11701704099682
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);279.2876432984459
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);270.932793868369
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);232.25638018941646
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);50.9299190772559
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);32.379335296261274
Пролетарская;«Метро Пролетарская (выс.)», 3-й Крутицкий переулок (в центр);22.591069936240793
Крестьянская застава;«Метро Пролетарская», площадь Крестьянская Застава (от центра);78.71321741763136
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);19.560743447853703
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);66.95817724667788
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);57.71402210536569
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);235.1023102617163
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);222.2842427560329
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);193.7789495258748
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);40.96227023135265
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);41.33577018579095
Пролетарская;«Метро Пролетарская», площадь Крестьянская Застава (от центра);46.62500707499733
Борисово;«Водномоторный клуб», улица Борисовские Пруды (в центр);489.90756610869954
Борисово;«Водномоторный клуб», улица Борисовские Пруды (в центр);333.4504658665831
Люблино;«Белореченская ул.», Белореченская улица (в центр) (1);498.2857337420288
Люблино;«Белореченская ул., 17», Белореченская улица (в центр);350.11075355227774
Люблино;«Белореченская ул., 17», Белореченская улица (в центр);457.2121441984993
Люблино;«Белореченская ул., 17», Белореченская улица (в центр);484.042523960645
Люблино;«Белореченская ул., 17», Белореченская улица (в центр);480.93706861476136
Люблино;«Белореченская ул., 17», Белореченская улица (в центр);455.4602900560114
Люблино;«Белореченская ул., 17», Белореченская улица (в центр);437.2887710137358
Люблино;«Новороссийская ул.», Краснодарская улица (в центр);358.67130315260783
Люблино;«Новороссийская ул.», Краснодарская улица (в центр);225.7218283555048
Люблино;«Новороссийская ул.», Краснодарская улица (в центр);222.37839692708698
Люблино;«Новороссийская ул.», Краснодарская улица (в центр);235.27196577956076
Люблино;«Новороссийская ул.», Краснодарская улица (в центр);277.2683214283181
Люблино;«Новороссийская ул.», Краснодарская улица (в центр);288.5929936636697
Марксистская;«Метро Марксистская», Таганская площадь (в центр);120.3466597605327
Марксистская;«Метро Марксистская», Таганская площадь (в центр);90.79806029169559
Таганская;«Метро Марксистская», Таганская площадь (в центр);303.3745558972013
Таганская;«Метро Марксистская», Таганская площадь (в центр);256.71076188258235
Таганская;«Метро Марксистская», Таганская площадь (в центр);270.4112893089881
Таганская;«Метро Марксистская», Таганская площадь (в центр);150.13296535240377
Таганская;«Метро Марксистская», Таганская площадь (в центр);169.4377138517987
Марксистская;«Метро Таганская», Верхняя Радищевская улица (в центр);413.3276829757257
Марксистская;«Метро Таганская», Верхняя Радищевская улица (в центр);391.99202102118676
Таганская;«Метро Таганская», Верхняя Радищевская улица (в центр);452.182304350185
Таганская;«Метро Таганская», Верхняя Радищевская улица (в центр);425.8749426793356
Таганская;«Метро Таганская», Верхняя Радищевская улица (в центр);446.9853261227283
Таганская;«Метро Таганская», Верхняя Радищевская улица (в центр);154.4610658279124
Таганская;«Метро Таганская», Верхняя Радищевская улица (в центр);134.82327757977777
Площадь Ильича;«Д/к Серп и Молот», Волочаевская улица (от центра);369.52020377508796
Римская;«Д/к Серп и Молот», Волочаевская улица (от центра);369.18566197110965
Площадь Ильича;«Д/к Серп и Молот», Волочаевская улица (от центра);347.54649183780765
Площадь Ильича;«Д/к Серп и Молот», Волочаевская улица (от центра);356.69372604378214
Площадь Ильича;«Д/к Серп и Молот», Волочаевская улица (от центра);446.55638374533316
Римская;«Д/к Серп и Молот», Волочаевская улица (от центра);356.69372604378214
Алма-Атинская;«Метро Алма-Атинская», Паромная улица (от центра);228.77788246414485
Алма-Атинская;«Метро Алма-Атинская», Паромная улица (от центра);227.70158987966482
Алма-Атинская;«Метро Алма-Атинская», Паромная улица (от центра);414.8595976003893
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);246.04842839597399
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);234.51553919219216
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);226.1841189429536
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);284.216155282656
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);211.7195427817149
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);258.24580437411544
Авиамоторная;«Авиамоторная ул. (к/ст, выс.)», Красноказарменная улица (от центра);342.9636004712661
